assertion_id,pathway_id,node_ref,element_type,element_name,slot,mods,mode,flags,assertion_class,schedule_bearing,library_value
atomic:n2:visit_days,atomic,n2,phase,mFOLFOX6 chemotherapy,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,visit_days,Y,"day 1: Oxaliplatin and leucovorin, then a 5-FU pump for about 46 hours"
atomic:n3:agents,atomic,n3,phase,Atezolizumab (Tecentriq),Phase 2 (Immunotherapy; cycles),Immunotherapy,cycles,concurrent,agents,Y,Atezolizumab (Tecentriq) [Atezolizumab] {Immunotherapy}
atomic:n3:cycle_length,atomic,n3,phase,Atezolizumab (Tecentriq),Phase 2 (Immunotherapy; cycles),Immunotherapy,cycles,concurrent,cycle_length,Y,14 days
atomic:n3:n_cycles,atomic,n3,phase,Atezolizumab (Tecentriq),Phase 2 (Immunotherapy; cycles),Immunotherapy,cycles,concurrent,n_cycles,Y,12
atomic:n4:agents,atomic,n4,phase,Atezolizumab (Tecentriq) alone,Phase 3 (Immunotherapy; cycles),Immunotherapy,cycles,,agents,Y,Atezolizumab (Tecentriq) alone [Atezolizumab alone] {Immunotherapy}
atomic:n4:cycle_length,atomic,n4,phase,Atezolizumab (Tecentriq) alone,Phase 3 (Immunotherapy; cycles),Immunotherapy,cycles,,cycle_length,Y,14 days
atomic:n4:n_cycles,atomic,n4,phase,Atezolizumab (Tecentriq) alone,Phase 3 (Immunotherapy; cycles),Immunotherapy,cycles,,n_cycles,Y,13
atomic:n5:agents,atomic,n5,phase,Monitoring (surveillance),Phase 4 (Surveillance; ongoing),Surveillance,ongoing,open-ended,agents,Y,Monitoring (surveillance) [Surveillance] {Surveillance}
atomic:n5:frequency_text,atomic,n5,phase,Monitoring (surveillance),Phase 4 (Surveillance; ongoing),Surveillance,ongoing,open-ended,frequency_text,N,"Blood test every 3 to 6 months, scan every 6 to 12 months"
atomic:pathway:sequence,atomic,pathway,pathway,"ATOMIC: surgery, FOLFOX + atezolizumab, then atezolizumab (dMMR / MSI-high, stage III)",Sequence of steps,,,,sequence,N,Surgery (colectomy) -> Healing after surgery -> mFOLFOX6 chemotherapy -> Atezolizumab (Tecentriq) -> Atezolizumab (Tecentriq) alone -> Monitoring (surveillance)
prodige23:n0:agents,prodige23,n0,phase,mFOLFIRINOX,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,agents,Y,mFOLFIRINOX [FOLFIRINOX] {Chemotherapy}
prodige23:n0:cycle_length,prodige23,n0,phase,mFOLFIRINOX,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,cycle_length,Y,14 days
prodige23:n0:n_cycles,prodige23,n0,phase,mFOLFIRINOX,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,n_cycles,Y,6
prodige23:n0:visit_days,prodige23,n0,phase,mFOLFIRINOX,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,visit_days,Y,"day 1: Oxaliplatin, irinotecan, leucovorin, then a 5-FU pump worn home for about 46 hours"
prodige23:n1:agents,prodige23,n1,phase,Chemoradiation,Phase 2 (Radiation; Chemotherapy; weekdays),Radiation; Chemotherapy,weekdays,,agents,Y,Chemoradiation [Radiation + capecitabine] {Radiation; Chemotherapy}
prodige23:n1:duration,prodige23,n1,phase,Chemoradiation,Phase 2 (Radiation; Chemotherapy; weekdays),Radiation; Chemotherapy,weekdays,,duration,Y,5 weeks (weekdays)
prodige23:n2:interval_duration,prodige23,n2,interval,Recovery before surgery,Interval: Recovery before surgery,,,,interval_duration,Y,7 weeks (Recovery before surgery)
prodige23:n3:procedure_identity,prodige23,n3,procedure,Surgery (rectal resection),Procedure (Surgery),Surgery,,,procedure_identity,N,Surgery (rectal resection) {Surgery}
prodige23:n4:interval_duration,prodige23,n4,interval,Healing after surgery,Interval: Healing after surgery,,,,interval_duration,Y,6 weeks (Healing after surgery)
prodige23:n5:agents,prodige23,n5,phase,mFOLFOX6,Phase 3 (Chemotherapy; cycles),Chemotherapy,cycles,,agents,Y,mFOLFOX6 [FOLFOX] {Chemotherapy}
prodige23:n5:cycle_length,prodige23,n5,phase,mFOLFOX6,Phase 3 (Chemotherapy; cycles),Chemotherapy,cycles,,cycle_length,Y,14 days
prodige23:n5:n_cycles,prodige23,n5,phase,mFOLFOX6,Phase 3 (Chemotherapy; cycles),Chemotherapy,cycles,,n_cycles,Y,6
prodige23:n5:visit_days,prodige23,n5,phase,mFOLFOX6,Phase 3 (Chemotherapy; cycles),Chemotherapy,cycles,,visit_days,Y,"day 1: Oxaliplatin and leucovorin, then a 5-FU pump for about 46 hours"
prodige23:pathway:sequence,prodige23,pathway,pathway,"Rectal TNT: FOLFIRINOX, chemoradiation, surgery, FOLFOX",Sequence of steps,,,,sequence,N,mFOLFIRINOX -> Chemoradiation -> Recovery before surgery -> Surgery (rectal resection) -> Healing after surgery -> mFOLFOX6
prodige24:n0:procedure_identity,prodige24,n0,procedure,Surgery (Whipple or distal pancreatectomy),Procedure (Surgery),Surgery,,,procedure_identity,N,Surgery (Whipple or distal pancreatectomy) {Surgery}
prodige24:n1:interval_duration,prodige24,n1,interval,Healing after surgery,Interval: Healing after surgery,,,,interval_duration,Y,8 weeks (Healing after surgery)
prodige24:n2:agents,prodige24,n2,phase,mFOLFIRINOX,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,agents,Y,mFOLFIRINOX [FOLFIRINOX] {Chemotherapy}
prodige24:n2:cycle_length,prodige24,n2,phase,mFOLFIRINOX,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,cycle_length,Y,14 days
prodige24:n2:n_cycles,prodige24,n2,phase,mFOLFIRINOX,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,n_cycles,Y,12
prodige24:n2:visit_days,prodige24,n2,phase,mFOLFIRINOX,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,visit_days,Y,"day 1: Oxaliplatin, irinotecan, leucovorin, then a 5-FU pump worn home for about 46 hours"
prodige24:n3:agents,prodige24,n3,phase,Monitoring (surveillance),Phase 2 (Surveillance; ongoing),Surveillance,ongoing,open-ended,agents,Y,Monitoring (surveillance) [Surveillance] {Surveillance}
prodige24:n3:frequency_text,prodige24,n3,phase,Monitoring (surveillance),Phase 2 (Surveillance; ongoing),Surveillance,ongoing,open-ended,frequency_text,N,"Visits, blood tests, and scans every 3 to 6 months"
prodige24:pathway:sequence,prodige24,pathway,pathway,"Pancreatic: surgery, adjuvant mFOLFIRINOX",Sequence of steps,,,,sequence,N,Surgery (Whipple or distal pancreatectomy) -> Healing after surgery -> mFOLFIRINOX -> Monitoring (surveillance)
opra:n0:agents,opra,n0,phase,Chemoradiation,Phase 1 (Radiation; Chemotherapy; weekdays),Radiation; Chemotherapy,weekdays,,agents,Y,Chemoradiation [Radiation + capecitabine] {Radiation; Chemotherapy}
opra:n0:duration,opra,n0,phase,Chemoradiation,Phase 1 (Radiation; Chemotherapy; weekdays),Radiation; Chemotherapy,weekdays,,duration,Y,6 weeks (weekdays)
opra:n1:agents,opra,n1,phase,Consolidation chemotherapy (FOLFOX),Phase 2 (Chemotherapy; cycles),Chemotherapy,cycles,,agents,Y,Consolidation chemotherapy (FOLFOX) [FOLFOX] {Chemotherapy}
opra:n1:cycle_length,opra,n1,phase,Consolidation chemotherapy (FOLFOX),Phase 2 (Chemotherapy; cycles),Chemotherapy,cycles,,cycle_length,Y,14 days
opra:n1:n_cycles,opra,n1,phase,Consolidation chemotherapy (FOLFOX),Phase 2 (Chemotherapy; cycles),Chemotherapy,cycles,,n_cycles,Y,8
opra:n1:visit_days,opra,n1,phase,Consolidation chemotherapy (FOLFOX),Phase 2 (Chemotherapy; cycles),Chemotherapy,cycles,,visit_days,Y,"day 1: Oxaliplatin and leucovorin, then a 5-FU pump for about 46 hours"
opra:n2:interval_duration,opra,n2,interval,Recovery and restaging,Interval: Recovery and restaging,,,,interval_duration,Y,8 weeks (Recovery and restaging)
opra:n3:decision_condition,opra,n3,decision,Restaging results,Decision 1,,,,decision_condition,N,Is there any tumor left?
opra:n3:branch_set,opra,n3,decision,Restaging results,Decision 1,,,,branch_set,N,No tumor found (complete response) | Tumor still present
opra:n3.b0.n0:agents,opra,n3.b0.n0,phase,Watch and wait (close monitoring),Phase 3 (Surveillance; ongoing) [branch: No tumor found (complete response)],Surveillance,ongoing,open-ended,agents,Y,Watch and wait (close monitoring) [Watch and wait] {Surveillance} [branch: No tumor found (complete response)]
opra:n3.b0.n0:frequency_text,opra,n3.b0.n0,phase,Watch and wait (close monitoring),Phase 3 (Surveillance; ongoing) [branch: No tumor found (complete response)],Surveillance,ongoing,open-ended,frequency_text,N,"Exam, scope, and MRI every 3 to 4 months"
opra:n3.b1.n0:procedure_identity,opra,n3.b1.n0,procedure,Surgery (rectal resection),Procedure (Surgery) [branch: Tumor still present],Surgery,,,procedure_identity,N,Surgery (rectal resection) {Surgery} [branch: Tumor still present]
opra:n3.b1.n1:interval_duration,opra,n3.b1.n1,interval,Healing after surgery,Interval: Healing after surgery [branch: Tumor still present],,,,interval_duration,Y,6 weeks (Healing after surgery) [branch: Tumor still present]
opra:pathway:sequence,opra,pathway,pathway,"Rectal organ preservation: chemoradiation, FOLFOX, then watch-and-wait or surgery",Sequence of steps,,,,sequence,N,Chemoradiation -> Consolidation chemotherapy (FOLFOX) -> Recovery and restaging -> Decision(Restaging results){No tumor found (complete response): [Watch and wait (close monitoring)]; Tumor still present: [Surgery (rectal resection) -> Healing after surgery]}
capox:n0:procedure_identity,capox,n0,procedure,Surgery (colectomy),Procedure (Surgery),Surgery,,,procedure_identity,N,Surgery (colectomy) {Surgery}
capox:n1:interval_duration,capox,n1,interval,Healing after surgery,Interval: Healing after surgery,,,,interval_duration,Y,5 weeks (Healing after surgery)
capox:n2:agents,capox,n2,phase,CAPOX,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,agents,Y,CAPOX [CAPOX] {Chemotherapy}
capox:n2:cycle_length,capox,n2,phase,CAPOX,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,cycle_length,Y,21 days
capox:n2:n_cycles,capox,n2,phase,CAPOX,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,n_cycles,Y,4
capox:n2:visit_days,capox,n2,phase,CAPOX,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,visit_days,Y,"day 1: Oxaliplatin by IV, then capecitabine tablets twice a day for 14 days"
capox:n3:agents,capox,n3,phase,Monitoring (surveillance),Phase 2 (Surveillance; ongoing),Surveillance,ongoing,open-ended,agents,Y,Monitoring (surveillance) [Surveillance] {Surveillance}
capox:n3:frequency_text,capox,n3,phase,Monitoring (surveillance),Phase 2 (Surveillance; ongoing),Surveillance,ongoing,open-ended,frequency_text,N,"Blood test every 3 to 6 months, scan yearly"
capox:pathway:sequence,capox,pathway,pathway,"Colon stage III: surgery, CAPOX (3 or 6 months)",Sequence of steps,,,,sequence,N,Surgery (colectomy) -> Healing after surgery -> CAPOX -> Monitoring (surveillance)
cross:n0:agents,cross,n0,phase,Chemoradiation (CROSS),Phase 1 (Radiation; Chemotherapy; weekdays),Radiation; Chemotherapy,weekdays,,agents,Y,Chemoradiation (CROSS) [Radiation + carbo/paclitaxel] {Radiation; Chemotherapy}
cross:n0:duration,cross,n0,phase,Chemoradiation (CROSS),Phase 1 (Radiation; Chemotherapy; weekdays),Radiation; Chemotherapy,weekdays,,duration,Y,5 weeks (weekdays)
cross:n1:interval_duration,cross,n1,interval,Recovery before surgery,Interval: Recovery before surgery,,,,interval_duration,Y,7 weeks (Recovery before surgery)
cross:n2:procedure_identity,cross,n2,procedure,Surgery (esophagectomy),Procedure (Surgery),Surgery,,,procedure_identity,N,Surgery (esophagectomy) {Surgery}
cross:n3:interval_duration,cross,n3,interval,Healing after surgery,Interval: Healing after surgery,,,,interval_duration,Y,8 weeks (Healing after surgery)
cross:n4:decision_condition,cross,n4,decision,Pathology results,Decision 1,,,,decision_condition,N,What did the pathology report show?
cross:n4:branch_set,cross,n4,decision,Pathology results,Decision 1,,,,branch_set,N,No remaining cancer (complete response) | Some cancer remained
cross:n4.b0.n0:agents,cross,n4.b0.n0,phase,Monitoring,Phase 2 (Surveillance; ongoing) [branch: No remaining cancer (complete response)],Surveillance,ongoing,open-ended,agents,Y,Monitoring [Surveillance] {Surveillance} [branch: No remaining cancer (complete response)]
cross:n4.b0.n0:frequency_text,cross,n4.b0.n0,phase,Monitoring,Phase 2 (Surveillance; ongoing) [branch: No remaining cancer (complete response)],Surveillance,ongoing,open-ended,frequency_text,N,Visits and scans every 3 to 6 months
cross:n4.b1.n0:agents,cross,n4.b1.n0,phase,Nivolumab (Opdivo),Phase 3 (Immunotherapy; cycles) [branch: Some cancer remained],Immunotherapy,cycles,,agents,Y,Nivolumab (Opdivo) [Nivolumab] {Immunotherapy} [branch: Some cancer remained]
cross:n4.b1.n0:cycle_length,cross,n4.b1.n0,phase,Nivolumab (Opdivo),Phase 3 (Immunotherapy; cycles) [branch: Some cancer remained],Immunotherapy,cycles,,cycle_length,Y,14 days
cross:n4.b1.n0:n_cycles,cross,n4.b1.n0,phase,Nivolumab (Opdivo),Phase 3 (Immunotherapy; cycles) [branch: Some cancer remained],Immunotherapy,cycles,,n_cycles,Y,8
cross:n4.b1.n1:agents,cross,n4.b1.n1,phase,Nivolumab (Opdivo),Phase 4 (Immunotherapy; cycles) [branch: Some cancer remained],Immunotherapy,cycles,,agents,Y,Nivolumab (Opdivo) [Nivolumab] {Immunotherapy} [branch: Some cancer remained]
cross:n4.b1.n1:cycle_length,cross,n4.b1.n1,phase,Nivolumab (Opdivo),Phase 4 (Immunotherapy; cycles) [branch: Some cancer remained],Immunotherapy,cycles,,cycle_length,Y,28 days
cross:n4.b1.n1:n_cycles,cross,n4.b1.n1,phase,Nivolumab (Opdivo),Phase 4 (Immunotherapy; cycles) [branch: Some cancer remained],Immunotherapy,cycles,,n_cycles,Y,9
cross:pathway:sequence,cross,pathway,pathway,"Esophageal: CROSS chemoradiation, surgery, nivolumab if needed",Sequence of steps,,,,sequence,N,Chemoradiation (CROSS) -> Recovery before surgery -> Surgery (esophagectomy) -> Healing after surgery -> Decision(Pathology results){No remaining cancer (complete response): [Monitoring]; Some cancer remained: [Nivolumab (Opdivo) -> Nivolumab (Opdivo)]}
alina:n0:procedure_identity,alina,n0,procedure,Surgery (lung resection),Procedure (Surgery),Surgery,,,procedure_identity,N,Surgery (lung resection) {Surgery}
alina:n1:interval_duration,alina,n1,interval,Healing after surgery,Interval: Healing after surgery,,,,interval_duration,Y,6 weeks (Healing after surgery)
alina:n2:agents,alina,n2,phase,Alectinib (Alecensa),Phase 1 (Targeted therapy; daily),Targeted therapy,daily,,agents,Y,Alectinib (Alecensa) [Alectinib] {Targeted therapy}
alina:n2:duration,alina,n2,phase,Alectinib (Alecensa),Phase 1 (Targeted therapy; daily),Targeted therapy,daily,,duration,Y,104 weeks (daily)
alina:n2:frequency_text,alina,n2,phase,Alectinib (Alecensa),Phase 1 (Targeted therapy; daily),Targeted therapy,daily,,frequency_text,N,Tablets twice daily; clinic visits every 2 to 3 months
alina:n3:agents,alina,n3,phase,Monitoring (surveillance),Phase 2 (Surveillance; ongoing),Surveillance,ongoing,open-ended,agents,Y,Monitoring (surveillance) [Surveillance] {Surveillance}
alina:n3:frequency_text,alina,n3,phase,Monitoring (surveillance),Phase 2 (Surveillance; ongoing),Surveillance,ongoing,open-ended,frequency_text,N,Visits and scans every 6 months
alina:pathway:sequence,alina,pathway,pathway,"ALINA: surgery, alectinib for 2 years",Sequence of steps,,,,sequence,N,Surgery (lung resection) -> Healing after surgery -> Alectinib (Alecensa) -> Monitoring (surveillance)
pacific:n0:agents,pacific,n0,phase,Chemoradiation,Phase 1 (Radiation; Chemotherapy; weekdays),Radiation; Chemotherapy,weekdays,,agents,Y,Chemoradiation [Chemoradiation] {Radiation; Chemotherapy}
pacific:n0:duration,pacific,n0,phase,Chemoradiation,Phase 1 (Radiation; Chemotherapy; weekdays),Radiation; Chemotherapy,weekdays,,duration,Y,6 weeks (weekdays)
pacific:n1:interval_duration,pacific,n1,interval,Recovery,Interval: Recovery,,,,interval_duration,Y,3 weeks (Recovery)
pacific:n2:agents,pacific,n2,phase,Durvalumab (Imfinzi),Phase 2 (Immunotherapy; cycles),Immunotherapy,cycles,,agents,Y,Durvalumab (Imfinzi) [Durvalumab] {Immunotherapy}
pacific:n2:cycle_length,pacific,n2,phase,Durvalumab (Imfinzi),Phase 2 (Immunotherapy; cycles),Immunotherapy,cycles,,cycle_length,Y,14 days
pacific:n2:n_cycles,pacific,n2,phase,Durvalumab (Imfinzi),Phase 2 (Immunotherapy; cycles),Immunotherapy,cycles,,n_cycles,Y,26
pacific:pathway:sequence,pacific,pathway,pathway,"PACIFIC: chemoradiation, then durvalumab",Sequence of steps,,,,sequence,N,Chemoradiation -> Recovery -> Durvalumab (Imfinzi)
adaura:n0:procedure_identity,adaura,n0,procedure,Surgery (lung resection),Procedure (Surgery),Surgery,,,procedure_identity,N,Surgery (lung resection) {Surgery}
adaura:n1:interval_duration,adaura,n1,interval,Healing after surgery,Interval: Healing after surgery,,,,interval_duration,Y,6 weeks (Healing after surgery)
adaura:n2:agents,adaura,n2,phase,Chemotherapy (if recommended),Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,optional,agents,Y,Chemotherapy (if recommended) [Cisplatin chemo] {Chemotherapy}
adaura:n2:cycle_length,adaura,n2,phase,Chemotherapy (if recommended),Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,optional,cycle_length,Y,21 days
adaura:n2:n_cycles,adaura,n2,phase,Chemotherapy (if recommended),Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,optional,n_cycles,Y,4
adaura:n3:agents,adaura,n3,phase,Osimertinib (Tagrisso),Phase 2 (Targeted therapy; daily),Targeted therapy,daily,,agents,Y,Osimertinib (Tagrisso) [Osimertinib] {Targeted therapy}
adaura:n3:duration,adaura,n3,phase,Osimertinib (Tagrisso),Phase 2 (Targeted therapy; daily),Targeted therapy,daily,,duration,Y,156 weeks (daily)
adaura:n3:frequency_text,adaura,n3,phase,Osimertinib (Tagrisso),Phase 2 (Targeted therapy; daily),Targeted therapy,daily,,frequency_text,N,One tablet daily; clinic visits every 2 to 3 months
adaura:n4:agents,adaura,n4,phase,Monitoring (surveillance),Phase 3 (Surveillance; ongoing),Surveillance,ongoing,open-ended,agents,Y,Monitoring (surveillance) [Surveillance] {Surveillance}
adaura:n4:frequency_text,adaura,n4,phase,Monitoring (surveillance),Phase 3 (Surveillance; ongoing),Surveillance,ongoing,open-ended,frequency_text,N,Visits and scans every 6 months
adaura:pathway:sequence,adaura,pathway,pathway,"ADAURA: surgery, chemo, osimertinib for 3 years",Sequence of steps,,,,sequence,N,Surgery (lung resection) -> Healing after surgery -> Chemotherapy (if recommended) -> Osimertinib (Tagrisso) -> Monitoring (surveillance)
laura:n0:agents,laura,n0,phase,Chemoradiation,Phase 1 (Radiation; Chemotherapy; weekdays),Radiation; Chemotherapy,weekdays,,agents,Y,Chemoradiation [Chemoradiation] {Radiation; Chemotherapy}
laura:n0:duration,laura,n0,phase,Chemoradiation,Phase 1 (Radiation; Chemotherapy; weekdays),Radiation; Chemotherapy,weekdays,,duration,Y,6 weeks (weekdays)
laura:n1:interval_duration,laura,n1,interval,Recovery,Interval: Recovery,,,,interval_duration,Y,3 weeks (Recovery)
laura:n2:agents,laura,n2,phase,Osimertinib (Tagrisso),Phase 2 (Targeted therapy; daily),Targeted therapy,daily,open-ended,agents,Y,Osimertinib (Tagrisso) [Osimertinib] {Targeted therapy}
laura:n2:duration,laura,n2,phase,Osimertinib (Tagrisso),Phase 2 (Targeted therapy; daily),Targeted therapy,daily,open-ended,duration,Y,156 weeks (daily)
laura:n2:frequency_text,laura,n2,phase,Osimertinib (Tagrisso),Phase 2 (Targeted therapy; daily),Targeted therapy,daily,open-ended,frequency_text,N,One tablet daily; clinic visits every 2 to 3 months
laura:pathway:sequence,laura,pathway,pathway,"LAURA: chemoradiation, then osimertinib",Sequence of steps,,,,sequence,N,Chemoradiation -> Recovery -> Osimertinib (Tagrisso)
cm816:n0:agents,cm816,n0,phase,Platinum-based chemotherapy + nivolumab (Opdivo),Phase 1 (Chemotherapy; Immunotherapy; cycles),Chemotherapy; Immunotherapy,cycles,,agents,Y,Platinum-based chemotherapy + nivolumab (Opdivo) [Platinum chemo + nivolumab] {Chemotherapy; Immunotherapy}
cm816:n0:cycle_length,cm816,n0,phase,Platinum-based chemotherapy + nivolumab (Opdivo),Phase 1 (Chemotherapy; Immunotherapy; cycles),Chemotherapy; Immunotherapy,cycles,,cycle_length,Y,21 days
cm816:n0:n_cycles,cm816,n0,phase,Platinum-based chemotherapy + nivolumab (Opdivo),Phase 1 (Chemotherapy; Immunotherapy; cycles),Chemotherapy; Immunotherapy,cycles,,n_cycles,Y,3
cm816:n1:interval_duration,cm816,n1,interval,Recovery before surgery,Interval: Recovery before surgery,,,,interval_duration,Y,4 weeks (Recovery before surgery)
cm816:n2:procedure_identity,cm816,n2,procedure,Surgery (lung resection),Procedure (Surgery),Surgery,,,procedure_identity,N,Surgery (lung resection) {Surgery}
cm816:n3:interval_duration,cm816,n3,interval,Healing after surgery,Interval: Healing after surgery,,,,interval_duration,Y,6 weeks (Healing after surgery)
cm816:n4:decision_condition,cm816,n4,decision,Pathology results,Decision 1,,,,decision_condition,N,What did the pathology report show?
cm816:n4:branch_set,cm816,n4,decision,Pathology results,Decision 1,,,,branch_set,N,No remaining cancer (complete response) | Some cancer remained
cm816:n4.b0.n0:agents,cm816,n4.b0.n0,phase,Monitoring,Phase 2 (Surveillance; ongoing) [branch: No remaining cancer (complete response)],Surveillance,ongoing,open-ended,agents,Y,Monitoring [Surveillance] {Surveillance} [branch: No remaining cancer (complete response)]
cm816:n4.b0.n0:frequency_text,cm816,n4.b0.n0,phase,Monitoring,Phase 2 (Surveillance; ongoing) [branch: No remaining cancer (complete response)],Surveillance,ongoing,open-ended,frequency_text,N,Visits and scans every 3 to 6 months
cm816:n4.b1.n0:agents,cm816,n4.b1.n0,phase,Further treatment (to be discussed),Phase 3 (Immunotherapy; cycles) [branch: Some cancer remained],Immunotherapy,cycles,optional,agents,Y,Further treatment (to be discussed) [Further treatment] {Immunotherapy} [branch: Some cancer remained]
cm816:n4.b1.n0:cycle_length,cm816,n4.b1.n0,phase,Further treatment (to be discussed),Phase 3 (Immunotherapy; cycles) [branch: Some cancer remained],Immunotherapy,cycles,optional,cycle_length,Y,28 days
cm816:n4.b1.n0:n_cycles,cm816,n4.b1.n0,phase,Further treatment (to be discussed),Phase 3 (Immunotherapy; cycles) [branch: Some cancer remained],Immunotherapy,cycles,optional,n_cycles,Y,13
cm816:pathway:sequence,cm816,pathway,pathway,"CheckMate 816: chemo + nivolumab, then surgery",Sequence of steps,,,,sequence,N,Platinum-based chemotherapy + nivolumab (Opdivo) -> Recovery before surgery -> Surgery (lung resection) -> Healing after surgery -> Decision(Pathology results){No remaining cancer (complete response): [Monitoring]; Some cancer remained: [Further treatment (to be discussed)]}
kn671:n0:agents,kn671,n0,phase,Cisplatin-based chemotherapy + pembrolizumab (Keytruda),Phase 1 (Chemotherapy; Immunotherapy; cycles),Chemotherapy; Immunotherapy,cycles,,agents,Y,Cisplatin-based chemotherapy + pembrolizumab (Keytruda) [Cisplatin chemo + pembrolizumab] {Chemotherapy; Immunotherapy}
kn671:n0:cycle_length,kn671,n0,phase,Cisplatin-based chemotherapy + pembrolizumab (Keytruda),Phase 1 (Chemotherapy; Immunotherapy; cycles),Chemotherapy; Immunotherapy,cycles,,cycle_length,Y,21 days
kn671:n0:n_cycles,kn671,n0,phase,Cisplatin-based chemotherapy + pembrolizumab (Keytruda),Phase 1 (Chemotherapy; Immunotherapy; cycles),Chemotherapy; Immunotherapy,cycles,,n_cycles,Y,4
kn671:n0:visit_days,kn671,n0,phase,Cisplatin-based chemotherapy + pembrolizumab (Keytruda),Phase 1 (Chemotherapy; Immunotherapy; cycles),Chemotherapy; Immunotherapy,cycles,,visit_days,Y,"day 1: Cisplatin, pemetrexed (or gemcitabine), and pembrolizumab"
kn671:n1:interval_duration,kn671,n1,interval,Recovery before surgery,Interval: Recovery before surgery,,,,interval_duration,Y,4 weeks (Recovery before surgery)
kn671:n2:procedure_identity,kn671,n2,procedure,Surgery (lung resection),Procedure (Surgery),Surgery,,,procedure_identity,N,Surgery (lung resection) {Surgery}
kn671:n3:interval_duration,kn671,n3,interval,Healing after surgery,Interval: Healing after surgery,,,,interval_duration,Y,6 weeks (Healing after surgery)
kn671:n4:agents,kn671,n4,phase,Radiation (if recommended),Phase 2 (Radiation; weekdays),Radiation,weekdays,optional; off by default,agents,Y,Radiation (if recommended) [Radiation] {Radiation}
kn671:n5:agents,kn671,n5,phase,Pembrolizumab (Keytruda),Phase 3 (Immunotherapy; cycles),Immunotherapy,cycles,,agents,Y,Pembrolizumab (Keytruda) [Pembrolizumab] {Immunotherapy}
kn671:n5:cycle_length,kn671,n5,phase,Pembrolizumab (Keytruda),Phase 3 (Immunotherapy; cycles),Immunotherapy,cycles,,cycle_length,Y,21 days
kn671:n5:n_cycles,kn671,n5,phase,Pembrolizumab (Keytruda),Phase 3 (Immunotherapy; cycles),Immunotherapy,cycles,,n_cycles,Y,13
kn671:pathway:sequence,kn671,pathway,pathway,"KEYNOTE-671: chemo + pembrolizumab, surgery, pembrolizumab",Sequence of steps,,,,sequence,N,Cisplatin-based chemotherapy + pembrolizumab (Keytruda) -> Recovery before surgery -> Surgery (lung resection) -> Healing after surgery -> Radiation (if recommended) -> Pembrolizumab (Keytruda)
cm77t:n0:agents,cm77t,n0,phase,Platinum-based chemotherapy + nivolumab (Opdivo),Phase 1 (Chemotherapy; Immunotherapy; cycles),Chemotherapy; Immunotherapy,cycles,,agents,Y,Platinum-based chemotherapy + nivolumab (Opdivo) [Platinum chemo + nivolumab] {Chemotherapy; Immunotherapy}
cm77t:n0:cycle_length,cm77t,n0,phase,Platinum-based chemotherapy + nivolumab (Opdivo),Phase 1 (Chemotherapy; Immunotherapy; cycles),Chemotherapy; Immunotherapy,cycles,,cycle_length,Y,21 days
cm77t:n0:n_cycles,cm77t,n0,phase,Platinum-based chemotherapy + nivolumab (Opdivo),Phase 1 (Chemotherapy; Immunotherapy; cycles),Chemotherapy; Immunotherapy,cycles,,n_cycles,Y,4
cm77t:n1:interval_duration,cm77t,n1,interval,Recovery before surgery,Interval: Recovery before surgery,,,,interval_duration,Y,4 weeks (Recovery before surgery)
cm77t:n2:procedure_identity,cm77t,n2,procedure,Surgery (lung resection),Procedure (Surgery),Surgery,,,procedure_identity,N,Surgery (lung resection) {Surgery}
cm77t:n3:interval_duration,cm77t,n3,interval,Healing after surgery,Interval: Healing after surgery,,,,interval_duration,Y,6 weeks (Healing after surgery)
cm77t:n4:agents,cm77t,n4,phase,Nivolumab (Opdivo),Phase 2 (Immunotherapy; cycles),Immunotherapy,cycles,,agents,Y,Nivolumab (Opdivo) [Nivolumab] {Immunotherapy}
cm77t:n4:cycle_length,cm77t,n4,phase,Nivolumab (Opdivo),Phase 2 (Immunotherapy; cycles),Immunotherapy,cycles,,cycle_length,Y,28 days
cm77t:n4:n_cycles,cm77t,n4,phase,Nivolumab (Opdivo),Phase 2 (Immunotherapy; cycles),Immunotherapy,cycles,,n_cycles,Y,13
cm77t:pathway:sequence,cm77t,pathway,pathway,"CheckMate 77T: chemo + nivolumab, surgery, nivolumab",Sequence of steps,,,,sequence,N,Platinum-based chemotherapy + nivolumab (Opdivo) -> Recovery before surgery -> Surgery (lung resection) -> Healing after surgery -> Nivolumab (Opdivo)
